GeneID,gene_type,locus,strand,sex-linked,avg IFOR,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
LOC102034751,mRNA,NW_005054430.1:1860962-1863879,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034755,mRNA,NW_005054485.1:653039-676609,+,-,0,0,-3.321928095,0,0,0.75733236,NA,no,0,0,0
LOC102034803,mRNA,NW_005054444.1:779973-809263,+,-,0,0,-3.321928095,0,0,0.947180438,NA,no,0,0,0
LOC102034820,mRNA,NW_005061664.1:31-867,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034927,mRNA,NW_005056004.1:847-4870,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102034956,mRNA,NW_005054368.1:2843379-2847339,-,-,0,0,-3.321928095,0,0,0.881245376,NA,no,0,0,0
LOC102034995,mRNA,NW_005054314.1:8123049-8129615,-,-,0,0,-3.321928095,0,0,0.650338242,NA,no,0,0,0
LOC102035037,lnc_RNA,NW_005054297.1:4252824-4306700,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035043,mRNA,NW_005054300.1:10489273-10493898,-,-,0,0,-3.321928095,0,0,0.988461606,NA,no,0,0,0
LOC102035080,mRNA,NW_005054471.1:604367-607353,+,-,0,0,-3.321928095,0,0,0.678917301,NA,no,0,0,0
LOC102035199,mRNA,NW_005054500.1:851555-860403,-,-,0,0,-3.321928095,0,0,0.793658622,NA,no,0,0,0
LOC102035212,mRNA,NW_005054300.1:10494133-10496485,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035269,mRNA,NW_005054301.1:18033714-18035432,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035277,mRNA,NW_005054312.1:573603-605400,+,-,0,0,-3.321928095,0,0,0.988462087,NA,no,0,0,0
LOC102035298,pseudogene,NW_005054401.1:1470880-1473709,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035306,mRNA,NW_005054535.1:18392-90226,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035332,mRNA,NW_005054316.1:3571194-3584828,-,-,0,0,-3.321928095,0,0,0.933479428,NA,no,0,0,0
LOC102035348,mRNA,NW_005054383.1:3244898-3259938,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035356,mRNA,NW_005054438.1:1258601-1262073,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035382,mRNA,NW_005054313.1:10151573-10155602,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035384,mRNA,NW_005054317.1:2020672-2027674,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035394,mRNA,NW_005054349.1:4702207-4717245,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035444,mRNA,NW_005054312.1:609485-625744,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035485,mRNA,NW_005054765.1:25216-27164,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035525,mRNA,NW_005054397.1:719204-724435,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035547,mRNA,NW_005054672.1:6968-10471,-,-,0,0,-3.321928095,0,0,0.498632259,NA,no,0,0,0
LOC102035592,mRNA,NW_005054486.1:837093-871139,+,-,0,0,-3.321928095,0,0,0.942551065,NA,no,0,0,0
LOC102035696,pseudogene,NW_005054383.1:164224-169242,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035711,pseudogene,NW_005054481.1:1277377-1280189,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035732,lnc_RNA,NW_005054308.1:1049874-1051685,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035757,mRNA,NW_005054447.1:1409820-1425477,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035765,mRNA,NW_005054599.1:72781-359380,-,-,0,0,-3.321928095,0,0,0.793658157,NA,no,0,0,0
LOC102035809,mRNA,NW_005054444.1:1054014-1085095,-,-,0,0,-3.321928095,0,0,0.735262032,NA,no,0,0,0
LOC102035848,mRNA,NW_005054319.1:4677447-4686000,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035854,mRNA,NW_005054330.1:56259-70148,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035885,mRNA,NW_005054478.1:609683-611071,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035895,mRNA,NW_005054641.1:198340-199034,+,-,0,0,-3.321928095,0,0,0.988459681,NA,no,0,0,0
LOC102035898,mRNA,NW_005054941.1:1018-32771,-,-,0,0,-3.321928095,0,0,0.933477989,NA,no,0,0,0
LOC102035912,mRNA,NW_005054318.1:1370563-1381521,-,-,0,0,-3.321928095,0,0,0.897056999,NA,no,0,0,0
LOC102035928,mRNA,NW_005054389.1:2530318-2538033,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102035938,mRNA,NW_005054465.1:250682-261900,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102035940,mRNA,NW_005054506.1:160368-167019,-,-,0,0,-3.321928095,0,0,0.933478469,NA,no,0,0,0
LOC102035954,mRNA,NW_005054301.1:18798480-18804906,+,-,0,0,-3.321928095,0,0,0.945319241,NA,no,0,0,0
LOC102035955,lnc_RNA,NW_005054304.1:14178345-14207636,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036003,mRNA,NW_005063113.1:543-945,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036022,mRNA,NW_005054319.1:4686481-4694339,-,-,0,0,-3.321928095,0,0,0.988461606,NA,no,0,0,0
LOC102036063,mRNA,NW_005054641.1:222341-223424,+,-,0,0,-3.321928095,0,0,0.985237597,NA,no,0,0,0
LOC102036091,mRNA,NW_005054363.1:2222172-2264618,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036103,mRNA,NW_005054447.1:1451034-1454949,+,-,0,0,-3.321928095,0,0,0.857988882,NA,no,0,0,0
LOC102036107,mRNA,NW_005054465.1:584296-591991,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036115,mRNA,NW_005056130.1:548-3494,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036116,mRNA,NW_005054297.1:6804461-7073859,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036123,mRNA,NW_005054307.1:8048103-8051704,+,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102036153,mRNA,NW_005054475.1:714554-718179,+,-,0,0,-3.321928095,0,0,0.928729976,NA,no,0,0,0
LOC102036168,mRNA,NW_005054721.1:23450-32087,-,+,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036171,mRNA,NW_005063494.1:247-810,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036204,mRNA,NW_005054383.1:647647-647948,-,-,0,0,-3.321928095,0,0,0.933478948,NA,no,0,0,0
LOC102036211,mRNA,NW_005054423.1:37148-41228,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036218,mRNA,NW_005054512.1:564769-569165,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036227,mRNA,NW_005055096.1:4623-23535,+,-,0,0,-3.321928095,0,0,0.988463914,NA,no,0,0,0
LOC102036228,mRNA,NW_005055310.1:1535-8120,+,-,0,0,-3.321928095,0,0,0.847306376,NA,no,0,0,0
LOC102036257,mRNA,NW_005054363.1:2270071-2273778,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036265,mRNA,NW_005054420.1:2102586-2104055,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036273,mRNA,NW_005054465.1:593038-598459,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036296,mRNA,NW_005054319.1:4406031-4416354,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036340,mRNA,NW_005054862.1:12418-16633,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036343,mRNA,NW_005054297.1:19082639-19083911,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036355,mRNA,NW_005054319.1:4698220-4706515,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036402,mRNA,NW_005054300.1:11557440-11561021,-,-,0,0,-3.321928095,0,0,0.956502303,NA,no,0,0,0
LOC102036405,mRNA,NW_005054302.1:15332996-15334641,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036409,lnc_RNA,NW_005054305.1:14292868-14300438,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036462,mRNA,NW_005054312.1:1099451-1112024,-,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102036511,mRNA,NW_005054862.1:22244-23814,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036512,pseudogene,NW_005063867.1:62-874,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036548,mRNA,NW_005054397.1:1392658-1402579,+,-,0,0,-3.321928095,0,0,0.800835295,NA,no,0,0,0
LOC102036584,mRNA,NW_005054318.1:1720406-1733283,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036589,mRNA,NW_005054341.1:561901-565718,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036594,mRNA,NW_005054366.1:3507651-3511878,-,-,0,0,-3.321928095,0,0,0.901669035,NA,no,0,0,0
LOC102036598,mRNA,NW_005054392.1:1313402-1335987,-,-,0,0,-3.321928095,0,0,0.956500354,NA,no,0,0,0
LOC102036610,mRNA,NW_005054471.1:613407-615622,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036616,mRNA,NW_005054806.1:21905-51267,-,-,0,0,-3.321928095,0,0,0.845745015,NA,no,0,0,0
LOC102036652,mRNA,NW_005054368.1:3090383-3095662,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036680,mRNA,NW_005054862.1:25774-29301,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036713,mRNA,NW_005054375.1:1632309-1641087,+,-,0,0,-3.321928095,0,0,0.763224596,NA,no,0,0,0
LOC102036733,mRNA,NW_005054641.1:287183-298160,-,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102036738,pseudogene,NW_005055326.1:3911-4934,-,-,0,0,-3.321928095,0,0,0.901271218,NA,no,0,0,0
LOC102036740,lnc_RNA,NW_005054300.1:10156124-10159243,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036783,mRNA,NW_005054768.1:60478-83753,+,-,0,0,-3.321928095,0,0,0.847305431,NA,no,0,0,0
LOC102036784,mRNA,NW_005056170.1:825-3865,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036844,transcript,NW_005054654.1:190710-206260,+,-,0,0,-3.321928095,0,0,0.735262032,NA,no,0,0,0
LOC102036848,mRNA,NW_005054862.1:35280-36023,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036872,mRNA,NW_005054330.1:410655-411681,+,-,0,0,-3.321928095,0,0,0.752393399,NA,no,0,0,0
LOC102036892,mRNA,NW_005054397.1:1464907-1469766,+,-,0,0,-3.321928095,0,0,0.950034187,NA,no,0,0,0
LOC102036908,mRNA,NW_005054641.1:314556-314930,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036911,mRNA,NW_005054807.1:7766-8153,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102036914,mRNA,NW_005055326.1:9173-10330,+,-,0,0,-3.321928095,0,0,0.707612412,NA,no,0,0,0
LOC102036930,mRNA,NW_005054318.1:2806541-2818663,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102036935,mRNA,NW_005054341.1:590064-596236,-,-,0,0,-3.321928095,0,0,0.988462568,NA,no,0,0,0
LOC102037017,mRNA,NW_005054654.1:275702-293233,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037021,mRNA,NW_005054862.1:50245-50553,-,-,0,0,-3.321928095,0,0,0.847305431,NA,no,0,0,0
LOC102037062,mRNA,NW_005054397.1:1439743-1443658,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037078,mRNA,NW_005054642.1:729-5658,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037081,mRNA,NW_005054807.1:21120-21464,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037134,mRNA,NW_005054298.1:14051269-14059221,-,-,0,0,-3.321928095,0,0,0.790926597,NA,no,0,0,0
LOC102037167,mRNA,NW_005054438.1:905334-917706,+,-,0,0,-3.321928095,0,0,0.826955395,NA,no,0,0,0
LOC102037183,mRNA,NW_005054862.1:11444-12364,+,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102037192,lnc_RNA,NW_005054304.1:15254277-15339812,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037234,mRNA,NW_005054518.1:47531-47854,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037243,mRNA,NW_005054807.1:31450-31811,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037245,mRNA,NW_005055104.1:8057-19952,-,-,0,0,-3.321928095,0,0,0.933477989,NA,no,0,0,0
LOC102037344,mRNA,NW_005054586.1:558730-570675,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037395,mRNA,NW_005054414.1:7175-122173,-,-,0,0,-3.321928095,0,0,0.956500207,NA,no,0,0,0
LOC102037404,mRNA,NW_005054518.1:52671-53463,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037413,mRNA,NW_005054807.1:34722-35072,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037465,mRNA,NW_005056217.1:167-3972,+,-,0,0,-3.321928095,0,0,0.988460162,NA,no,0,0,0
LOC102037512,mRNA,NW_005054587.1:22643-27087,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037521,mRNA,NW_005065086.1:5-753,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037548,mRNA,NW_005054346.1:2944583-2978721,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037583,mRNA,NW_005054807.1:37538-38183,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037590,mRNA,NW_005054300.1:10460353-10467349,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037607,mRNA,NW_005054335.1:3237879-3274952,+,-,0,0,-3.321928095,0,0,0.900788563,NA,no,0,0,0
LOC102037635,mRNA,NW_005054665.1:30002-34941,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037688,mRNA,NW_005054587.1:40658-45153,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037739,lnc_RNA,NW_005054423.1:1672684-1683552,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037749,mRNA,NW_005054559.1:69787-70958,+,-,0,0,-3.321928095,0,0,0.987848736,NA,no,0,0,0
LOC102037754,mRNA,NW_005054807.1:59924-61606,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037759,mRNA,NW_005054300.1:10480182-10483914,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037799,mRNA,NW_005054665.1:20514-25467,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037819,mRNA,NW_005054324.1:4241351-4246531,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037835,mRNA,NW_005054381.1:3066040-3080369,-,-,0,0,-3.321928095,0,0,0.859575276,NA,no,0,0,0
LOC102037855,mRNA,NW_005054600.1:20768-23469,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102037863,mRNA,NW_005067550.1:5-523,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037866,mRNA,NW_005054300.1:13398336-13420895,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102037967,mRNA,NW_005054665.1:83019-87978,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038015,mRNA,NW_005054473.1:376599-377992,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038024,mRNA,NW_005054587.1:74235-80558,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038034,mRNA,NW_005067572.1:132-610,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038036,mRNA,NW_005054300.1:13423406-13446632,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038058,mRNA,NW_005054344.1:1366219-1377213,+,-,0,0,-3.321928095,0,0,0.9064128,NA,no,0,0,0
LOC102038088,mRNA,NW_005054566.1:3899-6314,+,-,0,0,-3.321928095,0,0,0.937408299,NA,no,0,0,0
LOC102038091,mRNA,NW_005054743.1:18257-20260,-,-,0,0,-3.321928095,0,0,0.901670017,NA,no,0,0,0
LOC102038092,mRNA,NW_005054807.1:12530-15146,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038106,mRNA,NW_005054308.1:3680223-3682830,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038185,mRNA,NW_005054473.1:379842-381794,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038201,pseudogene,NW_005054654.1:219366-234394,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038205,mRNA,NW_005054865.1:28304-46651,-,-,0,0,-3.321928095,0,0,0.48314165,NA,no,0,0,0
LOC102038230,mRNA,NW_005054344.1:1394695-1409758,+,-,0,0,-3.321928095,0,0,0.988463161,NA,no,0,0,0
LOC102038262,mRNA,NW_005054807.1:24526-24919,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038343,mRNA,NW_005054387.1:2621737-2622746,+,-,0,0,-3.321928095,0,0,0.757722575,NA,no,0,0,0
LOC102038356,mRNA,NW_005054483.1:458258-466676,+,-,0,0,-3.321928095,0,0,0.865376788,NA,no,0,0,0
LOC102038363,mRNA,NW_005054587.1:94241-97834,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038367,mRNA,NW_005054614.1:36734-54295,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038369,mRNA,NW_005054654.1:239196-255365,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038374,mRNA,NW_005067977.1:5-592,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038382,mRNA,NW_005054308.1:8819585-8826778,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038413,mRNA,NW_005054390.1:798657-810646,+,-,0,0,-3.321928095,0,0,0.93164533,NA,no,0,0,0
LOC102038437,mRNA,NW_005054961.1:33067-35445,-,-,0,0,-3.321928095,0,0,0.905881451,NA,no,0,0,0
LOC102038441,mRNA,NW_005054300.1:13449177-13451330,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038475,mRNA,NW_005056353.1:1941-2615,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038522,mRNA,NW_005054483.1:469563-477565,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038531,mRNA,NW_005054606.1:566-90238,-,-,0,0,-3.321928095,0,0,0.931186045,NA,no,0,0,0
LOC102038547,mRNA,NW_005054308.1:8827248-8831485,-,-,0,0,-3.321928095,0,0,0.819250508,NA,no,0,0,0
LOC102038598,mRNA,NW_005054559.1:114225-115166,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038642,mRNA,NW_005054479.1:1209347-1214923,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038645,mRNA,NW_005054665.1:126616-138364,+,-,0,0,-3.321928095,0,0,0.988061359,NA,no,0,0,0
LOC102038650,mRNA,NW_005054298.1:14299525-14303857,-,-,0,0,-3.321928095,0,0,0.847304958,NA,no,0,0,0
LOC102038653,mRNA,NW_005054301.1:13017591-13019579,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038692,mRNA,NW_005054483.1:483462-494364,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038718,mRNA,NW_005054309.1:3301445-3310775,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038727,mRNA,NW_005054326.1:3546906-3548113,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038766,mRNA,NW_005054559.1:119404-120351,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038776,mRNA,NW_005054300.1:16894438-16896791,+,-,0,0,-3.321928095,0,0,0.901669539,NA,no,0,0,0
LOC102038821,mRNA,NW_005054301.1:13021608-13023589,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038843,mRNA,NW_005054378.1:463674-473543,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038856,mRNA,NW_005054483.1:498018-506676,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038866,mRNA,NW_005054614.1:214219-221817,+,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102038876,lnc_RNA,NW_005054299.1:2357018-2388049,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038891,mRNA,NW_005054312.1:3954547-3964619,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038927,mRNA,NW_005054456.1:904103-912040,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038930,mRNA,NW_005054518.1:6925-7704,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102038933,mRNA,NW_005054559.1:124081-125278,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038936,mRNA,NW_005054665.1:120166-124393,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102038938,mRNA,NW_005054809.1:62366-65493,-,-,0,0,-3.321928095,0,0,0.933479428,NA,no,0,0,0
LOC102038941,mRNA,NW_005055402.1:4-5230,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102038979,mRNA,NW_005054507.1:395691-396851,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102039015,lnc_RNA,NW_005054371.1:1064063-1077145,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039032,mRNA,NW_005054483.1:509309-512532,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039102,mRNA,NW_005054518.1:12886-13299,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039105,mRNA,NW_005054559.1:132121-139884,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039148,mRNA,NW_005054444.1:965947-1001707,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039159,mRNA,NW_005056473.1:191-3417,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102039185,mRNA,NW_005054356.1:13688-14949,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039202,mRNA,NW_005054473.1:500987-503375,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039213,transcript,NW_005054614.1:18468-32839,+,-,0,0,-3.321928095,0,0,0.878813851,NA,no,0,0,0
LOC102039239,mRNA,NW_005054322.1:5850835-5858762,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039274,mRNA,NW_005054518.1:24264-28142,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039276,mRNA,NW_005054559.1:140053-150747,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039285,mRNA,NW_005054300.1:17025473-17056098,-,-,0,0,-3.321928095,0,0,0.847305903,NA,no,0,0,0
LOC102039287,mRNA,NW_005054302.1:2174552-2180562,+,-,0,0,-3.321928095,0,0,0.847305903,NA,no,0,0,0
LOC102039311,lnc_RNA,NW_005054371.1:1522284-1527215,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039345,mRNA,NW_005054313.1:4719185-4740121,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039358,mRNA,NW_005054356.1:1362-1754,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039361,mRNA,NW_005054369.1:506669-508782,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039372,mRNA,NW_005054439.1:721508-723092,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039374,mRNA,NW_005054473.1:507864-519684,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039409,mRNA,NW_005054320.1:7328213-7337904,+,-,0,0,-3.321928095,0,0,0.819250508,NA,no,0,0,0
LOC102039412,mRNA,NW_005054326.1:4367839-4397083,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039446,mRNA,NW_005054518.1:31316-32020,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039449,mRNA,NW_005054559.1:179982-186888,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039466,lnc_RNA,NW_005054315.1:6181741-6220908,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039468,lnc_RNA,NW_005054317.1:1568704-1574475,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039499,mRNA,NW_005054479.1:132436-173214,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039536,mRNA,NW_005054356.1:2772-3164,+,-,0,0,-3.321928095,0,0,0.98846303,NA,no,0,0,0
LOC102039552,mRNA,NW_005054473.1:535916-537538,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039616,pseudogene,NW_005054414.1:1895547-1897075,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102039625,mRNA,NW_005054518.1:62993-63785,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039632,mRNA,NW_005054814.1:9824-59379,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039680,mRNA,NW_005071240.1:4-429,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039701,mRNA,NW_005054334.1:5074200-5078466,+,-,0,0,-3.321928095,0,0,0.878810999,NA,no,0,0,0
LOC102039718,mRNA,NW_005054411.1:2572579-2573959,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039735,mRNA,NW_005054665.1:10584-14539,+,-,0,0,-3.321928095,0,0,0.544219863,NA,no,0,0,0
LOC102039780,transcript,NW_005054397.1:747188-753339,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039790,mRNA,NW_005054518.1:75959-77442,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039805,mRNA,NW_005054303.1:9093863-9095574,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102039843,mRNA,NW_005054587.1:1257-3314,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
